hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,res_permits,non_res_permits,total_permits,permits_2025_res,permits_2025_nr,permits_2025_total,source_file,source_sheet
"Nine Mile, Jack Creek",RS6713,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,4,0,,4,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Fillmore, Oak Creek",RS6720,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 03 2026 - Oct 23 2026,4,0,,4,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Oquirrh-Stansbury, West",RS6721,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,3,0,,3,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Box Elder, Newfoundland Mtn",RS6722,Male Only,Rocky Mountain Bighorn Sheep,Archery,Once-in-a-lifetime,Nov 14 2026 - Dec 06 2026,2,0,,2,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Wasatch Mtns, West",RS6724,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,3,0,,3,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
Nebo,RS6725,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,2,0,,2,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Fillmore, Oak Creek",RS6726,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Nov 13 2026,3,1,,3,1,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Fillmore, Oak Creek",RS6727,Male Only,Rocky Mountain Bighorn Sheep,Archery,Once-in-a-lifetime,Nov 14 2026 - Dec 06 2026,2,0,,2,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
Northern Region - Private land only,TK1001,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",2060,,2060,2060,,2060,2026_FALL_TURKEY_EITHER_SEX.xlsx,Sheet1
Southeastern Region - Select areas only,TK1019,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",66,,66,66,,66,2026_FALL_TURKEY_EITHER_SEX.xlsx,Sheet1
Central Region - Private land only,TK1020,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",800,,800,800,,800,2026_FALL_TURKEY_EITHER_SEX.xlsx,Sheet1
Southern Region - Select areas only,TK1022,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Jan 4, 2026",155,,155,155,,155,2026_FALL_TURKEY_EITHER_SEX.xlsx,Sheet1
Turkey - Statewide Permit,TK0001,Bearded,Turkey,Any Legal Weapon,Statewide,"Apr 1 - May 31, 2026",,,,,,,2026_BEARDED_TURKEY.xlsx,Sheet1
Statewide,TK1000,Bearded,Turkey,Any Legal Weapon,Spring General Season,"May 4 - 31, 2026 | YOUTH ONLY: May 1 - 3, 2026",,,,,,,2026_BEARDED_TURKEY.xlsx,Sheet1
Central Area,TK1003,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",600,,600,600,,600,2026_BEARDED_TURKEY.xlsx,Sheet1
Northeastern Area,TK1004,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",347,,347,347,,347,2026_BEARDED_TURKEY.xlsx,Sheet1
Northern Area,TK1005,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",500,,500,500,,500,2026_BEARDED_TURKEY.xlsx,Sheet1
Southeastern Area,TK1006,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",250,,250,250,,250,2026_BEARDED_TURKEY.xlsx,Sheet1
Southern Area,TK1007,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",542,,542,542,,542,2026_BEARDED_TURKEY.xlsx,Sheet1
Central Area,TK1012,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,,,,2026_BEARDED_TURKEY.xlsx,Sheet1
Northeastern Area,TK1013,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,,,,2026_BEARDED_TURKEY.xlsx,Sheet1
Northern Area,TK1014,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,,,,2026_BEARDED_TURKEY.xlsx,Sheet1
Southeastern Area,TK1015,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,,,,2026_BEARDED_TURKEY.xlsx,Sheet1
Southern Area,TK1016,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,,,,2026_BEARDED_TURKEY.xlsx,Sheet1
Pahvant Ensign CWMU,TK1018,Bearded,Turkey,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,6,,6,6,,6,2026_BEARDED_TURKEY.xlsx,Sheet1
East Zion CWMU,TK1021,Bearded,Turkey,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,,4,4,,4,2026_BEARDED_TURKEY.xlsx,Sheet1
Black Bear - Statewide Permit,BR1000,Either Sex,Black Bear,Any Legal Weapon,Statewide,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates,,,,,,,2026_BLACK_BEAR.xlsx,Sheet1
Black Bear Harvest Objective Units,BR1001,Either Sex,Black Bear,Any Legal Weapon,Harvest Objective,Visit wildlife.utah.gov/bearharvest for units & closures. You are required to complete the annual bear orientation course & carry proof while hunting bear. Visit wildlife.utah.gov/bear for details.,,,,,,,2026_BLACK_BEAR.xlsx,Sheet1
Black Bear Pursuit - Resident,BR1007,Either Sex,Black Bear,Pursuit Only,Pursuit,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",,,,,,,2026_BLACK_BEAR.xlsx,Sheet1
Book Cliffs,BR1008,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",26,2,,26,2,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal,BR1009,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,,14,1,,2026_BLACK_BEAR.xlsx,Sheet1
San Juan,BR1010,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,,14,1,,2026_BLACK_BEAR.xlsx,Sheet1
Book Cliffs,BR1011,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",26,2,,26,2,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal,BR1012,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,,14,1,,2026_BLACK_BEAR.xlsx,Sheet1
San Juan,BR1013,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,,14,1,,2026_BLACK_BEAR.xlsx,Sheet1
Book Cliffs,BR1015,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,,0,2,,2026_BLACK_BEAR.xlsx,Sheet1
San Juan,BR1016,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,,0,2,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal,BR1017,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,,0,2,,2026_BLACK_BEAR.xlsx,Sheet1
Black Bear Pursuit - Nonresident,BR1018,Either Sex,Black Bear,Pursuit Only,Pursuit,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,,,,2026_BLACK_BEAR.xlsx,Sheet1
Beaver,BR7000,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",9,1,,9,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Bitter Creek/South",BR7001,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",49,5,,49,5,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, North",BR7003,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",17,2,,17,2,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, South/San Rafael, North",BR7004,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",18,0,,18,0,,2026_BLACK_BEAR.xlsx,Sheet1
Nebo,BR7005,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,,7,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Fillmore, Pahvant",BR7007,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Mt Dutton,BR7009,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
Panguitch Lake/Zion,BR7010,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",9,0,,9,0,,2026_BLACK_BEAR.xlsx,Sheet1
Paunsaugunt,BR7011,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
Boulder/Kaiparowits,BR7012,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",20,2,,20,2,,2026_BLACK_BEAR.xlsx,Sheet1
Fishlake/Thousand Lakes,BR7013,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,,7,0,,2026_BLACK_BEAR.xlsx,Sheet1
San Juan,BR7014,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",35,3,,35,3,,2026_BLACK_BEAR.xlsx,Sheet1
Diamond Mtn/Vernal/Bonanza,BR7015,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,,7,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Wasatch Mtns, West-Central",BR7016,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",36,4,,36,4,,2026_BLACK_BEAR.xlsx,Sheet1
Cache/Ogden,BR7017,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",2,0,,2,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Kamas/North Slope, Summit",BR7018,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
Monroe,BR7020,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Dolores Triangle,BR7021,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",2,0,,2,0,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal Mtns,BR7022,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",40,3,,40,3,,2026_BLACK_BEAR.xlsx,Sheet1
Beaver,BR7100,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",9,1,,9,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Bitter Creek/South",BR7101,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",14,1,,14,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Little Creek Roadless",BR7102,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, North",BR7104,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",17,1,,17,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, South/San Rafael, North",BR7105,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",18,2,,18,2,,2026_BLACK_BEAR.xlsx,Sheet1
Nebo,BR7106,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",8,0,,8,0,,2026_BLACK_BEAR.xlsx,Sheet1
Mt Dutton,BR7109,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",3,0,,3,0,,2026_BLACK_BEAR.xlsx,Sheet1
Nine Mile,BR7110,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",18,2,,18,2,,2026_BLACK_BEAR.xlsx,Sheet1
"North Slope, Three Corners/West Daggett",BR7111,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Panguitch Lake/Zion,BR7112,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
Paunsaugunt,BR7113,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",3,0,,3,0,,2026_BLACK_BEAR.xlsx,Sheet1
Boulder/Kaiparowits,BR7114,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",13,1,,13,1,,2026_BLACK_BEAR.xlsx,Sheet1
Fishlake/Thousand Lakes,BR7115,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",7,0,,7,0,,2026_BLACK_BEAR.xlsx,Sheet1
San Juan,BR7116,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",22,2,,22,2,,2026_BLACK_BEAR.xlsx,Sheet1
Diamond Mtn/Vernal/Bonanza,BR7117,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
Yellowstone,BR7118,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Wasatch Mtns, Avintaquin/Currant Creek",BR7119,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Wasatch Mtns, West-Central",BR7120,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",22,1,,22,1,,2026_BLACK_BEAR.xlsx,Sheet1
Cache/Ogden,BR7121,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
Chalk Creek/East Canyon/Morgan-South Rich,BR7122,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",7,0,,7,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Kamas/North Slope, Summit",BR7123,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",6,0,,6,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Fillmore, Pahvant",BR7124,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",2,0,,2,0,,2026_BLACK_BEAR.xlsx,Sheet1
Monroe,BR7125,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Dolores Triangle,BR7126,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",6,0,,6,0,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal Mtns,BR7127,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",25,2,,25,2,,2026_BLACK_BEAR.xlsx,Sheet1
Beaver,BR7200,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,1,,9,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Bitter Creek/South",BR7201,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 14, 2026 & Oct. 2 - Nov. 8, 2026",18,2,,18,2,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, North",BR7203,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",10,1,,10,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, South/San Rafael, North",BR7204,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",18,2,,18,2,,2026_BLACK_BEAR.xlsx,Sheet1
Nebo,BR7205,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Fillmore, Pahvant",BR7207,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Mt Dutton,BR7210,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",3,0,,3,0,,2026_BLACK_BEAR.xlsx,Sheet1
Nine Mile,BR7211,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",26,3,,26,3,,2026_BLACK_BEAR.xlsx,Sheet1
"North Slope, Three Corners/West Daggett",BR7212,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",2,0,,2,0,,2026_BLACK_BEAR.xlsx,Sheet1
Panguitch Lake/Zion,BR7213,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,0,,9,0,,2026_BLACK_BEAR.xlsx,Sheet1
Paunsaugunt,BR7214,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
Boulder/Kaiparowits,BR7215,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,1,,9,1,,2026_BLACK_BEAR.xlsx,Sheet1
Fishlake/Thousand Lakes,BR7216,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
San Juan,BR7217,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",6,0,,6,0,,2026_BLACK_BEAR.xlsx,Sheet1
Diamond Mtn/Vernal/Bonanza,BR7218,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",7,0,,7,0,,2026_BLACK_BEAR.xlsx,Sheet1
Yellowstone,BR7219,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Wasatch Mtns, Avintaquin/Currant Creek",BR7220,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,0,,9,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Wasatch Mtns, West-Central",BR7221,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",18,2,,18,2,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Little Creek Roadless",BR7224,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",14,1,,14,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Little Creek Roadless",BR7225,Either Sex,Black Bear,Any Legal Weapon,Spot and Stalk,"Sept. 1 - Nov. 8, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
Cache/Ogden,BR7228,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Kamas/North Slope, Summit",BR7229,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
Monroe,BR7237,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Dolores Triangle,BR7238,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",2,0,,2,0,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal Mtns,BR7239,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",6,0,,6,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Bitter Creek/South",BR7300,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 14 & Aug. 15 - Oct. 1 & Oct. 2 - Nov. 8, 2026",9,1,,9,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Book Cliffs, Little Creek Roadless",BR7301,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Sept. 1 - Nov. 8, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, North",BR7303,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,,13,1,,2026_BLACK_BEAR.xlsx,Sheet1
"Manti, South/San Rafael, North",BR7304,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",18,2,,18,2,,2026_BLACK_BEAR.xlsx,Sheet1
Nebo,BR7305,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal,BR7307,Either Sex,Black Bear,Multiseason,Multiseason - Conservation,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",,,,,,,2026_BLACK_BEAR.xlsx,Sheet1
"North Slope, Three Corners/West Daggett",BR7308,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Panguitch Lake/Zion,BR7309,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
Boulder/Kaiparowits,BR7310,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",10,1,,10,1,,2026_BLACK_BEAR.xlsx,Sheet1
Fishlake/Thousand Lakes,BR7311,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,0,,3,0,,2026_BLACK_BEAR.xlsx,Sheet1
San Juan,BR7312,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",11,1,,11,1,,2026_BLACK_BEAR.xlsx,Sheet1
Diamond Mtn/Vernal/Bonanza,BR7313,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
Yellowstone,BR7314,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,0,,3,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Wasatch Mtns, Avintaquin/Currant Creek",BR7315,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,0,,3,0,,2026_BLACK_BEAR.xlsx,Sheet1
